Product Code,Product Name,Short Description ,List Price
ECP-PDX-4Y,4-Year EssentialCare+,"For PDX - includes IC2 subscription, 24/7 email ticket support, and AHR","$10,497.00"
<PDX Licenses & Warranties (click the + to open),,,
SIM-BK8-4E-56V,SIM Injector,SIM Injector Purchased alone,"$1,499.00"
SIM-MINI-8-1E,SIM Injector Mini,8x SIM cards capacity,$499.00
ECP-SIM-BK8-1Y,EssentialCare+ (1-Year) for SIM Injector,"For SIM Injector - includes IC2 subscription, 24/7 email ticket support, and AHR",$379.00
ECP-SIM-BK8-2Y,EssentialCare+ (2-Year) for SIM Injector,"For SIM Injector - includes IC2 subscription, 24/7 email ticket support, and AHR",$644.00
ECP-SIM-BK8-4Y,EssentialCare+ (4-Year) for SIM Injector,"For SIM Injector - includes IC2 subscription, 24/7 email ticket support, and AHR","$1,061.00"
SVL-496,1-Year EssentialCare,For SIM Injector - includes IC2 subscription,$259.00
SVL-591,2-Year EssentialCare,For SIM Injector - includes IC2 subscription,$499.00
SVL-SIM-MINI-1Y,1-Year EssentialCare,For SIM Injector Mini - includes IC2 subscription,$89.00
SVL-SIM-MINI-2Y,2-Year EssentialCare,For SIM Injector Mini - includes IC2 subscription,$151.00
ECP-C-1Y,1-Year EssentialCare+,"For SIM Injector Mini - includes IC2 subscription, 24/7 email ticket support, AHR",$129.00
ECP-C-2Y,2-Year EssentialCare+,"For SIM Injector Mini - includes IC2 subscription, 24/7 email ticket support, AHR",$220.00
ECP-C-4Y,4-Year EssentialCare+,"For SIM Injector Mini - includes IC2 subscription, 24/7 email ticket support, AHR",$362.00
ICS-V02-1Y,1-Year InControl2 ,Per Device: for SIM Injector Mini,$49.00
ICS-V02-2Y,2-Year InControl2 ,Per Device: for SIM Injector Mini,$98.00
<Peplink SIM Injector Licenses & Warranties (click the + to open),,,
SFE-CAM-AB-LTEA-W,SpeedFusion Engine Cam,Dual modem for Pro IP Cameras - Anton Bauer Gold Mount,"$3,499.00"
SFE-CAM-VM-LTEA-W,SpeedFusion Engine Cam,Dual modem for Pro IP Cameras - V-Mount,"$3,499.00"
SVL-483,1-Year EssentialCare,for SpeedFusion Engine Cam - includes IC2 subscription,$599.00
SVL-587,2-Year EssentialCare,for SpeedFusion Engine Cam - includes IC2 subscription,"$1,159.00"
ECP-SFE-CAM-1Y,1-Year EssentialCare+,"for SpeedFusion Engine Cam - includes IC2 , 24/7 email ticket support, and AHR",$879.00
ECP-SFE-CAM-2Y,2-Year EssentialCare+,"for SpeedFusion Engine Cam - includes IC2 , 24/7 email ticket support, and AHR","$1,494.00"
ECP-SFE-CAM-4Y,4-Year EssentialCare+,"for SpeedFusion Engine Cam - includes IC2 , 24/7 email ticket support, and AHR","$2,461.00"
<SpeedFusion Engine Cam Licenses & Warranties (click the + to open),,,
MAX-OTG-U4,MAX On-The-Go 4 USB,"4 Active USB Ports, SpeedFusion Upgradeable",$399.00
MAX-OTG-U4-SF,MAX On-The-Go 4 USB,4 Active USB Ports with SpeedFusion WAN Smoothing ,$599.00
ECP-MAX-OTG-1Y,1-Year EssentialCare+,"For MAX On-The-Go - includes IC2 subscription, 24/7 email ticket support, AHR",$99.00
ECP-MAX-OTG-2Y,2-Year EssentialCare+,"For MAX On-The-Go - includes IC2 subscription, 24/7 email ticket support, AHR",$168.00
ECP-MAX-OTG-4Y,4-Year EssentialCare+,"For MAX On-The-Go - includes IC2 subscription, 24/7 email ticket support, AHR",$277.00
SVL-727,1-Year EssentialCare,For MAX On-The-Go - includes IC2 subscription,$79.00
SVL-637,2-Year EssentialCare,For MAX On-The-Go - includes IC2 subscription,$139.00
MAX-OTG-U1-LC-LB,Port Activation Key,Makes a MAX-OTG-U1 into a MAX-OTG-U4,$299.00
MAX-OTG-U4-LC-SF,WAN Smoothing Key,Makes a MAX-OTG-U4 into a MAX-OTG-U4-SF,$249.00
MAX-OTG-U1-LC-SF,Port and Smoothing Key,Makes a MAX-OTG-U1 into a MAX-OTG-U4-SF,$499.00
ICS-012 ,1-Year InControl2,"1 Year renewal, per device for MAX On-The-Go",$29.00
ICS-024 ,2-Year InControl2,"2 Year renewal, per device for MAX On-The-Go",$49.00
<Peplink MAX On-The-Go Licenses & Warranties (click the + to open),,,
MAX-ADP-LTE-US-T-PRM,MAX Adapter (Cat 4),1x LTE Modem (CAT-4),$199.00 
MAX-ADP-LTEA-K-T,MAX Adapter (Cat 12),1x LTEA Modem (CAT-12),$349.00 
MAX-ADP-LTEA-R-T,MAX Adapter (Cat 12),1x LTEA Modem (CAT-12),$349.00 
PRM-Z-1Y,1-Year PrimeCare,For MAX Adapter (CAT-4) - includes IC2 subscription,$29.00
PRM-Z-2Y,2-Year PrimeCare,For MAX Adapter (CAT-4) - includes IC2 subscription,$58.00
PRM-Z-4Y,4-Year PrimeCare,For MAX Adapter (CAT-4) - includes IC2 subscription,$116.00
PCP-Z-1Y,1-Year PrimeCare+,For MAX Adapter (CAT-4) - includes IC2 subscription,$39.00
PCP-Z-2Y,2-Year PrimeCare+,For MAX Adapter (CAT-4) - includes IC2 subscription,$68.00
PCP-Z-4Y,4-Year PrimeCare+,For MAX Adapter (CAT-4) - includes IC2 subscription,$109.00
SVL-MAX-ADP-LTEA-RK-1Y,1-Year EssentialCare,For MAX Adapter (Cat 12) - includes IC2 subscription,$69.00
SVL-MAX-ADP-LTEA-RK-2Y,2-Year EssentialCare,For MAX Adapter (Cat 12) - includes IC2 subscription,$119.00
ECP-B-1Y,1-Year EssentialCare+,"For MAX Adapter (Cat 12) - includes IC2, 24/7 email ticket support, and AHR",$89.00
ECP-B-2Y,2-Year EssentialCare+,"For MAX Adapter (Cat 12) - includes IC2, 24/7 email ticket support, and AHR",$152.00
ECP-B-4Y,4-Year EssentialCare+,"For MAX Adapter (Cat 12) - includes IC2, 24/7 email ticket support, and AHR",$250.00
ICS-012 ,1-Year InControl2,"1 Year renewal, per device for Max Adapter",$29.00
ICS-024 ,2-Year InControl2,"1 Year renewal, per device for Max Adapter",$49.00
<Peplink Max Adpater Licenses & Warranties (click the + to open),,,
Peplink Outdoor Routers,,,
MAX-HD4-M-LTEA-W-IP67,MAX HD4 LTEA IP67,Water and Dust Resistant Router for Americas/EMEA,"$6,999.00"
ECP-MAX-HD4-LTEA-IP67-1Y,1-Year EssentialCare+,"For HD4 IP67 - includes IC2 subscription, 24/7 email ticket support, and AHR","$1,749.00"
ECP-MAX-HD4-LTEA-IP67-2Y,2-Year EssentialCare+,"For HD4 IP67 - includes IC2 subscription, 24/7 email ticket support, and AHR","$2,973.00"
ECP-MAX-HD4-LTEA-IP67-4Y,4-Year EssentialCare+,"For HD4 IP67 - includes IC2 subscription, 24/7 email ticket support, and AHR","$4,897.00"
SVL-478,1-Year EssentialCare,For HD4 IP67 - includes IC2 subscription,"$1,198.00"
SVL-487,2-Year EssentialCare,For HD4 IP67 - includes IC2 subscription,"$2,319.00"
MAX-HD-020-SPF,20 Peer SF License,Up to 20 PepVPN/SpeedFusion Peers,$999.00
LIC-OPN-WAN,OpenVPN WAN License,Activate 1x OpenVPN WAN ,$20.00
LIC-2OPN-WAN,2x OpenVPN WAN License,Activate 2x OpenVPN WAN,$40.00
LIC-3OPN-WAN,3x OpenVPN WAN License,Activate 3x OpenVPN WAN,$60.00
<Peplink MAX BR1 LTEA IP67 Licenses & Warranties (click the + to open),,,
MAX-HD1-DOM-PRO-5GN,MAX HD1 DOM 5G,5G Cellular Outdoor Router ,"$2,799.00"
SIM-BK8-4E-56V-DOM,SIM Injector,SIM Injector Purchased with the HD1 / HD2 Dome,$999.00
SIM-MINI-8-1E,SIM Injector Mini,8x SIM cards capacity,$499.00
SVL-MAX-HD1-DOM-PRO-5G-1Y,1-Year EssentialCare,For HD1 5G - includes IC2 subscription,$469.00
SVL-MAX-HD1-DOM-PRO-5G-2Y,2-Year EssentialCare,For HD1 5G - includes IC2 subscription,$899.00
SVL-MAX-HD1-DOM-PRO-5G-4Y,4-Year EssentialCare,For HD1 5G - includes IC2 subscription,"$1,313.00"
ECP-MAX-HD1-DOM-PRO-5G-1Y,1-Year EssentialCare+,"For HD1 5G - includes IC2 subscription, 24/7 email ticket support, and AHR",$699.00 
ECP-MAX-HD1-DOM-PRO-5G-2Y,2-Year EssentialCare+,"For HD1 5G - includes IC2 subscription, 24/7 email ticket support, and AHR","$1,188.00 "
ECP-MAX-HD1-DOM-PRO-5G-4Y,4-Year EssentialCare+,"For HD1 5G - includes IC2 subscription, 24/7 email ticket support, and AHR","$1,957.00 "
MAX-HD-020-SPF,20 Peer SF License,Up to 20 PepVPN/SpeedFusion Peers,$999.00
ECP-SIM-BK8-1Y,EssentialCare+ (1-Year) for SIM Injector,"For SIM Injector - includes IC2 subscription, 24/7 email ticket support, and AHR",$379.00
ECP-SIM-BK8-2Y,EssentialCare+ (2-Year) for SIM Injector,"For SIM Injector - includes IC2 subscription, 24/7 email ticket support, and AHR",$644.00
ECP-SIM-BK8-4Y,EssentialCare+ (4-Year) for SIM Injector,"For SIM Injector - includes IC2 subscription, 24/7 email ticket support, and AHR","$1,061.00"
SVL-496,1-Year EssentialCare,For SIM Injector - includes IC2 subscription,$259.00
SVL-591,2-Year EssentialCare,for SIM Injector - includes IC2 subscription,$499.00
SVL-SIM-MINI-1Y,1-Year EssentialCare,for SIM Injector Mini - includes IC2 subscription,$89.00
SVL-SIM-MINI-2Y,2-Year EssentialCare,for SIM Injector Mini - includes IC2 subscription,$151.00
ICS-V02-1Y,1-Year InControl2 ,Per Device: for SIM Injector Mini,$49.00
ICS-V02-2Y,2-Year InControl2 ,Per Device: for SIM Injector Mini,$98.00
LIC-OPN-WAN,OpenVPN WAN License,Activate 1x OpenVPN WAN ,$20.00
LIC-2OPN-WAN,2x OpenVPN WAN License,Activate 2x OpenVPN WAN,$40.00
LIC-3OPN-WAN,3x OpenVPN WAN License,Activate 3x OpenVPN WAN,$60.00
LIC-VWAN,Virtual WAN Activation License,Activate Virtual WAN for Selected Models. ,$200.00
LIC-2VWAN,Virtual WAN Activation License,Activate 2x Virtual WAN for Selected Models. ,$400.00
LIC-3VWAN,Virtual WAN Activation License,Activate 3x Virtual WAN for Selected Models. ,$600.00
<Peplink MAX HD1 Dome Licenses & Warranties (click the + to open),,,
DOM-PRO-LR-5GN-PRM,Dome Pro LR,Long Range 5G Cellular Outdoor Router with 2x Embedded Cellular Modems,"$7,999.00"
SIM-BK8-4E-56V-DOM,SIM Injector,SIM Injector Purchased with the HD1 / HD2 Dome,$999.00
SIM-MINI-8-1E,SIM Injector Mini,8x SIM cards capacity,$499.00
ECP-SIM-BK8-1Y,EssentialCare+ (1-Year) for SIM Injector,"For SIM Injector - includes IC2 subscription, 24/7 email ticket support, and AHR",$379.00
ECP-SIM-BK8-2Y,EssentialCare+ (2-Year) for SIM Injector,"For SIM Injector - includes IC2 subscription, 24/7 email ticket support, and AHR",$644.00
ECP-SIM-BK8-4Y,EssentialCare+ (4-Year) for SIM Injector,"For SIM Injector - includes IC2 subscription, 24/7 email ticket support, and AHR","$1,061.00"
SVL-496,1-Year EssentialCare,For SIM Injector - includes IC2 subscription,$259.00
SVL-591,2-Year EssentialCare,for SIM Injector - includes IC2 subscription,$499.00
PRM-P-1Y,1-Year PrimeCare,For DOM-PRO-LR-5GN-PRM - includes IC2 subscription,"$1,299.00 "
PRM-P-2Y,2-Year PrimeCare,For DOM-PRO-LR-5GN-PRM - includes IC2 subscription,"$2,598.00 "
PRM-P-4Y,4-Year PrimeCare,For DOM-PRO-LR-5GN-PRM - includes IC2 subscription,"$5,196.00 "
PCP-P-1Y,1-Year PrimeCare+,"For DOM-PRO-LR-5GN-PRM - includes IC2, 24/7 email ticket support, and AHR","$1,559.00 "
PCP-P-2Y,2-Year PrimeCare+,"For DOM-PRO-LR-5GN-PRM - includes IC2, 24/7 email ticket support, and AHR","$2,650.00 "
PCP-P-4Y,4-Year PrimeCare+,"For DOM-PRO-LR-5GN-PRM - includes IC2, 24/7 email ticket support, and AHR","$4,365.00 "
MAX-HD-020-SPF,20 Peer SF License,Up to 20 PepVPN/SpeedFusion Peers,$999.00
SVL-SIM-MINI-1Y,1-Year EssentialCare,for SIM Injector Mini - includes IC2 subscription,$89.00
SVL-SIM-MINI-2Y,2-Year EssentialCare,for SIM Injector Mini - includes IC2 subscription,$151.00
ICS-V02-1Y,1-Year InControl2 ,Per Device: for SIM Injector Mini,$49.00
ICS-V02-2Y,2-Year InControl2 ,Per Device: for SIM Injector Mini,$98.00
LIC-OPN-WAN,OpenVPN WAN License,Activate 1x OpenVPN WAN ,$20.00
LIC-2OPN-WAN,2x OpenVPN WAN License,Activate 2x OpenVPN WAN,$40.00
LIC-3OPN-WAN,3x OpenVPN WAN License,Activate 3x OpenVPN WAN,$60.00
LIC-VWAN,Virtual WAN Activation License,Activate Virtual WAN for Selected Models. ,$200.00
LIC-2VWAN,Virtual WAN Activation License,Activate 2x Virtual WAN for Selected Models. ,$400.00
LIC-3VWAN,Virtual WAN Activation License,Activate 3x Virtual WAN for Selected Models. ,$600.00
<Peplink Dome Pro LR / SIM Injector Licenses & Warranties (click the + to open),,,
Peplink Business Wi-Fi Access Point,,,
APO-AC-MINI ,AP One AC  Mini,Simultaneous Dual-Band 802.11ac/a/b/g/n Wave 2 AP ,$179.00
APO-AC-RUG,AP One Rugged,"Dual-band Wi-Fi 5, 2x2 MIMO",$299.00
APO-AGN2-IW-US ,AP One In-Wall,Simultaneous Dual-Band 802.11a/b/g/n AP ,$299.00
APO-AX,AP One AX,Dual-Radio Concurrent 2.4 GHz & 5 GHz ( 802.11 ax/n/b/g),$399.00
APO-AX-LITE,AP One AX Lite,2x2 MIMO Wi-Fi 6 Simultaneous Dual-Band 802.11ax/ac/b/g/n,$299.00
SVL-791,1-Year EssentialCare,For AP One Mini - includes IC2 subscription,$29.00
SVL-691,2-Year EssentialCare,For AP One Mini - includes IC2 subscription,$39.00
SVL-742,1-Year EssentialCare,For AP One In-Wall - includes IC2 subscription,$49.00
SVL-743,1-Year EssentialCare,For AP Flex - includes IC2 subscription,$69.00
SVL-621,2-Year EssentialCare,For AP Flex - includes IC2 subscription,$119.00
SVL-620,2-Year EssentialCare,For AP One In-Wall - includes IC2 subscription,$89.00
SVL-APO-AX-1Y,1-Year EssentialCare,For AP One AX- includes IC2 subscription,$69.00
SVL-APO-AX-2Y,2-Year EssentialCare,For AP One AX- includes IC2 subscription,$119.00
SVL-APO-AX-LITE-1Y,1-Year EssentialCare,For AP One AX Lite- includes IC2 subscription,$49.00
SVL-APO-AX-LITE-2Y,2-Year EssentialCare,For AP One AX Lite- includes IC2 subscription,$98.00
SVL-413,1-Year EssentialCare,For APO One Rugged,$49.00
SVL-513,2-Year EssentialCare,For APO One Rugged,$79.00
ECP-A-1Y,1-Year EssentialCare+,For AP One Series (except AP One Flex and AP One AX) ,$69.00
ECP-A-2Y,2-Year EssentialCare+,For AP One Series (except AP One Flex and AP One AX) ,$118.00
ECP-A-4Y,4-Year EssentialCare+,For AP One Series (except AP One Flex and AP One AX) ,$194.00
ECP-B-1Y,1-Year EssentialCare+,For AP One AX,$89.00
ECP-B-2Y,2-Year EssentialCare+,For AP One AX,$152.00
ECP-B-4Y,4-Year EssentialCare+,For AP One AX,$250.00
ICS-012 ,1-Year InControl2,"1-Year renewal, per device ",$29.00
ICS-024 ,2-Year InControl2,"2-Year renewal, per device ",$49.00
<Peplink AP One Licenses & Warranties (click the + to open),,,
Peplink Enterprise Wi-Fi Access Point,,,
APO-ENTR,AP One Enterprise,Super Rugged Enterprise-Grade Access point,$699.00
PRM-A-1Y,1-Year PrimeCare,For AP One Enterprise - includes IC2 subscription,$49.00
PRM-A-2Y,2-Year PrimeCare,For AP One Enterprise - includes IC2 subscription,$98.00
PRM-A-4Y,4-Year PrimeCare,For AP One Enterprise - includes IC2 subscription,$196.00
PCP-A-1Y,1-Year PrimeCare+,"For AP One Enterprise - includes IC2, 24/7 email ticket support, and AHR",$59.00
PCP-A-2Y,2-Year PrimeCare+,"For AP One Enterprise - includes IC2, 24/7 email ticket support, and AHR",$100.00
PCP-A-4Y,4-Year PrimeCare+,"For AP One Enterprise - includes IC2, 24/7 email ticket support, and AHR",$165.00
<Peplink AP One Enterprise Warranties (click the + to open),,,
Peplink Industrial-Grade Wi-Fi Access Point,,,
APP-AX-IP67,AP Pro AX,Super Rugged Enterprise-Grade Access point,$699.00
SVL-APP-AX-IP67-1Y,1-Year EssentialCare,For AP Pro AX,$119.00
SVL-APP-AX-IP67-2Y,2-Year EssentialCare,For AP Pro AX,$219.00
ECP-D-1Y,1-Year EssentialCare+,For AP Pro AX,$199.00
ECP-D-2Y,2-Year EssentialCare+,For AP Pro AX,$339.00
ECP-D-4Y,4-Year EssentialCare+,For AP Pro AX,$558.00
ICS-V01-1Y,1-Year InControl2,"1-Year renewal, per device",$39.00
ICS-V01-2Y,2-Year InControl2,"2-Year renewal, per device ",$78.00
<Peplink AP Pro Licenses & Warranties (click the + to open),,,
Peplink Real-Time Wi-Fi Analysis Probe,,,
PRB-11N,AirProbe ,802.11b/g/n  Wi-Fi Diagnostic Monitor,$99.00
PRB-IC2-1Y,1-Year AirProbe Subscription,1-Year Software Licence Renewal per device,$99.00
PRB-IC2-2Y,2-Year AirProbe Subscription,2-Year Software Licence Renewal per device,$189.00
<Peplink AirProbe Licenses & Warranties (click the + to open),,,
Peplink PoE SD Switches,,,
PLS-8-10G-720W,8 PoE 10G Switch,"8 PoE 10G Switch w/720W power budget, 8x 10GE l 802.3bt PoE++ RJ45, 4x 10GE SFP+",$799.00
PLS-24-H2G-410W,24 PoE 2.5G Switch,SD Switch 24-Port with 410 W Power Budget,$799.00
PLS-R-24-H2G-250W,24 PoE 2.5G Switch Rugged,SD Switch 24-Port Rugged with 250W Power Budget,"$1,199.00"
PLS-48-H2G-740W,48 PoE 2.5G Switch,SD Switch 48-Port with 740W Power Budget,"$1,199.00"
PRM-A-1Y,1-Year PrimeCare,For 8 PoE 10G Switch and 24 PoE Switch - includes IC2 subscription,$49.00
PRM-A-2Y,2-Year PrimeCare,For 8 PoE 10G Switch and 24 PoE Switch - includes IC2 subscription,$98.00
PRM-A-4Y,4-Year PrimeCare,For 8 PoE 10G Switch and 24 PoE Switch - includes IC2 subscription,$196.00
PCP-A-1Y,1-Year PrimeCare+,"For 8 PoE 10G Switch and 24 PoE Switch - includes IC2, 24/7 email ticket support, AHR",$59.00
PCP-A-2Y,2-Year PrimeCare+,"For 8 PoE 10G Switch and 24 PoE Switch - includes IC2, 24/7 email ticket support, AHR",$100.00
PCP-A-4Y,4-Year PrimeCare+,"For 8 PoE 10G Switch and 24 PoE Switch - includes IC2, 24/7 email ticket support, AHR",$165.00
PRM-B-1Y,1-Year PrimeCare,For 24 port rugged and 48 port PoE Switch - includes IC2 subscription,$99.00
PRM-B-2Y,2-Year PrimeCare,For 24 PoE Switch - includes IC2 subscription,$198.00
PRM-B-4Y,4-Year PrimeCare,For 24 PoE Switch - includes IC2 subscription,$396.00
PCP-B-1Y,1-Year PrimeCare+,"For 24 port rugged and 48 port PoE Switch - includes IC2, 24/7 email ticket support, AHR",$119.00
PCP-B-2Y,2-Year PrimeCare+,"For 24 port rugged and 48 port PoE Switch - includes IC2, 24/7 email ticket support, AHR",$202.00
PCP-B-4Y,4-Year PrimeCare+,"For 24 port rugged and 48 port PoE Switch - includes IC2, 24/7 email ticket support, AHR",$333.00
"<Peplink SD Switch Licenses, Add-ons, Warranties and Accessories (click the + to open)",,,
PepXIM Power and Security,,,
RDR-IW-LCD,Smart Reader with LCD,PepXIM Time-logging and Security System,$499.00
PMU-DD-52V-400W,SD-PMU ,Software-Defined Power Management Unit  ,$699.00
SVL-469,1-Year EssentialCare,For Smart Reader  ,$89.00
SVL-582,2-Year EssentialCare,For Smart Reader  ,$169.00
SVL-477,1-Year EssentialCare,For SD-PMU - includes IoT Cloud subscription,$126.00
SVL-583,2-Year EssentialCare,For SD-PMU - includes IoT Cloud subscription,$239.00
ECP-D-1Y,1-Year EssentialCare+,For SD-PMU - includes IoT Cloud subscription,$199.00
ECP-D-2Y,2-Year EssentialCare+,For SD-PMU - includes IoT Cloud subscription,$339.00
ECP-D-4Y,4-Year EssentialCare+,For SD-PMU - includes IoT Cloud subscription,$558.00
TA-10,TA Cloud Appliance,Supports 10 Smart Readers - Annual Fee,$999.00
TA-VA-LC-10,10 License Pack,Allows the 10 additional Smart Readerd on TA-VA-20,$999.00
TA-LC-1,Single License Pack,Allows the 1 additional Smart Readerd on TA-VA-20,$99.00
"<PepXIM Licenses, Add-ons, and Warranties (click the + to open)",,,
Peplink FusionHub Appliance,,,
FHB-ESN-A,FusionHub Essential,5 peers ,$499.00
SVL-681,2-Year EssentialCare,For FusionHub Essential- Includes InControl2,$169.00
SVL-781,1-Year EssentialCare,For FusionHub Essential- Includes InControl2,$89.00
FIPS-LC-FHB,FIPS License for FusionHub,For any FusionHub,"$4,500.00"
<FusionHub Essential Licenses and Warranties (click the + to open),,,
FHB-PRO-A,FusionHub Pro,20 peers,"$1,999.00"
SVL-682,2-Year EssentialCare,For FusionHub Pro - Includes InControl2,$659.00
SVL-782,1-Year EssentialCare,For FusionHub Pro - Includes InControl2,$339.00
FIPS-LC-FHB,FIPS License for FusionHub,For any FusionHub,"$4,500.00"
<FusionHub Pro Licenses and Warranties (click the + to open),,,
FHB-100-A,FusionHub 100,100 peers,"$2,999.00"
SVL-683,2-Year EssentialCare,For FusionHub 100 - Includes InControl2,$989.00
SVL-783,1-Year EssentialCare,For FusionHub 100 - Includes InControl2,$509.00
ECP-FHB-100-1Y,1-Year EssentialCare+,For FusionHub 100 - Includes InControl2,$749.00
ECP-FHB-100-2Y,2-Year EssentialCare+,For FusionHub 100 - Includes InControl2,"$1,273.00"
ECP-FHB-100-4Y,4-Year EssentialCare+,For FusionHub 100 - Includes InControl2,"$2,097.00"
FIPS-LC-FHB,FIPS License for FusionHub,For any FusionHub,"$4,500.00"
<FusionHub 100 Licenses and Warranties (click the + to open),,,
FHB-500-A,FusionHub 500,500 peers,"$5,999.00"
SVL-684,2-Year EssentialCare,For FusionHub 500 - Includes InControl2,"$1,979.00"
SVL-784,1-Year EssentialCare,For FusionHub 500 - Includes InControl2,"$1,019.00"
ECP-FHB-500-1Y,1-Year EssentialCare+,For FusionHub 500 - Includes InControl2,"$1,499.00"
ECP-FHB-500-2Y,2-Year EssentialCare+,For FusionHub 500 - Includes InControl2,"$2,548.00"
ECP-FHB-500-4Y,4-Year EssentialCare+,For FusionHub 500 - Includes InControl2,"$4,197.00"
FIPS-LC-FHB,FIPS License for FusionHub,For any FusionHub,"$4,500.00"
<FusionHub 500 Licenses and Warranties (click the + to open),,,
FHB-1000-A,FusionHub 1000,1000 peers ,"$7,999.00"
SVL-685,2-Year EssentialCare,For FusionHub 1000 - Includes InControl2,"$2,639.00"
SVL-785,1-Year EssentialCare,For FusionHub 1000 - Includes InControl2,"$1,359.00"
ECP-FHB-1000-1Y,1-Year EssentialCare+,For FusionHub 1000 - Includes InControl2,"$1,999.00"
ECP-FHB-1000-2Y,2-Year EssentialCare+,For FusionHub 1000 - Includes InControl2,"$3,398.00"
ECP-FHB-1000-4Y,4-Year EssentialCare+,For FusionHub 1000 - Includes InControl2,"$5,597.00"
FIPS-LC-FHB,FIPS License for FusionHub,For any FusionHub,"$4,500.00"
<FusionHub 1000 Licenses and Warranties (click the + to open),,,
FHB-2000,FusionHub 2000,2000 peers ,"$9,999.00"
SVL-686,2-Year EssentialCare,For FusionHub 2000 - Includes InControl2,"$3,299.00"
SVL-786,1-Year EssentialCare,For FusionHub 2000 - Includes InControl2,"$1,699.00"
ECP-FHB-2000-1Y,1-Year EssentialCare+,For FusionHub 2000 - Includes InControl2,"$2,499.00"
ECP-FHB-2000-2Y,2-Year EssentialCare+,For FusionHub 2000 - Includes InControl2,"$4,248.00"
ECP-FHB-2000-4Y,4-Year EssentialCare+,For FusionHub 2000 - Includes InControl2,"$6,997.00"
FIPS-LC-FHB,FIPS License for FusionHub,For any FusionHub,"$4,500.00"
<FusionHub 2000 Licenses and Warranties (click the + to open),,,
FHB-4000,FusionHub 4000,4000 peers ,"$14,999.00"
SVL-687,2-Year EssentialCare,For FusionHub 4000 - Includes InControl2,"$4,949.00"
SVL-787,1-Year EssentialCare,For FusionHub 4000 - Includes InControl2,"$2,499.00"
ECP-FHB-4000-1Y,1-Year EssentialCare+,For FusionHub 4000 - Includes InControl2,"$3,749.00"
ECP-FHB-4000-2Y,2-Year EssentialCare+,For FusionHub 4000 - Includes InControl2,"$6,373.00"
ECP-FHB-4000-4Y,4-Year EssentialCare+,For FusionHub 4000 - Includes InControl2,"$10,497.00"
FIPS-LC-FHB,FIPS License for FusionHub,For any FusionHub,"$4,500.00"
<FusionHub 4000 Licenses and Warranties (click the + to open),,,
SpeedFusion Connect (Peplink-Hosted FusionHub),,,
SFC-CLD-B,SpeedFusion Connect Usage - Plan B,"500GB Data at 200Mbps Speed, Valid period 180 days",$20.00
SFC-CLD-C,SpeedFusion Connect Usage - Plan C,"1TB Data at 200Mbps Speed, Valid period 365 days",$40.00
SFC-CLD-D,SpeedFusion Connect Usage - Plan D,"2.5TB Data at 200Mbps, Valid period 365 days",$80.00
SFC-CLD-E,SpeedFusion Connect Usage - Plan E,"5TB Data at 200Mbps, Valid period 2 years",$159.00
SFC-CLD-F,SpeedFusion Connect Usage - Plan F,"10TB Data at 200Mbps, Valid period 3 years",$299.00
SFC-CLD-U-1M,SF Connect Usage - Unlimited Plan (1 Month)   ,"Unlimited usage at 400Mpbs, Valid period 1 Month",$99.00
SFC-CLD-U-1Y,SF Connect Usage - Unlimited Plan (Year) ,"Unlimited usage at 400Mpbs, Valid period 1 Year",$800.00
Peplink eSIM Data Plans,,,
SFC-CN-A,Peplink eSIM Data - Plan A,"10GB data, valid 90 days — includes 100GB / Speed 200Mbps SF Connect ",$100.00
SFC-CN-B,Peplink eSIM Data - Plan B,"50GB data, valid 180 days — includes 500GB / Speed 200Mbps SF Connect",$480.00
SFC-CN-C,Peplink eSIM Data - Plan C,"100GB data, valid 365 days — includes 1TB / Speed 200Mbps, SF Connect",$950.00
SFC-CN-D,Peplink eSIM Data - Plan D,"250GB data, valid 365 days — includes 2.5TB / Speed 200Mbps, SF Connect","$2,250.00"
SFC-CN-E,Peplink eSIM Data - Plan E,"500GB data, valid 2 years — includes 5TB / Speed 200Mbps, SF Connect","$4,250.00"
SFC-CN-F,Peplink eSIM Data - Plan F,"1TB data, valid 3 years — includes 10TB / Speed 200Mbps, SF Connect","$8,000.00"
SFC-CN-S-A,Peplink NA & EU eSIM Data – Starter,"20GB Peplink eSIM Data (US, Canada, and Europe only) / 200GB SFConnect Usage ",$79.00
SFC-CN-S-B,Peplink NA & EU eSIM Data - Standard,"30GB Peplink eSIM Data (US, Canada, and Europe only) / 200GB SFConnect Usage ",$99.00
SFC-CN-S-C,Peplink NA & EU eSIM Data - Standard,"60GB Peplink eSIM Data (US, Canada, and Europe only) / 200GB SFConnect Usage ",$189.00
SFC-CNP-D,Peplink eSIM Data - Pooled Plan D,"250GB Cellular Data, valid for 365 days","$2,000.00"
SFC-CNP-E,Peplink eSIM Data - Pooled Plan E,"500GB Cellular Data, valid for 365 days","$3,900.00"
SFC-CNP-F,Peplink eSIM Data - Pooled Plan F,"1TB Cellular Data, valid for 365 days","$7,600.00"
SFC-CNP-G,Peplink eSIM Data - Pooled Plan G,"2TB Cellular Data, valid for 365 days","$14,800.00"
SFC-CNP-H,Peplink eSIM Data - Pooled Plan H,"5TB Cellular Data, valid for 365 days","$36,000.00"
SFC-CNP-J,Peplink eSIM Data - Pooled Plan J,"10TB Cellular Data, valid for 365 days","$70,000.00"
Antennas,,,
